data_hora,regiao,tipo,idh,indice_pobreza_pct,construcao_irregular_pct,inclinacao_graus,precipitacao_mm,umidade_solo_pct,score_risco,status_ia,alerta_sns
2026-06-04 20:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,43.2,58.8,72.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 21:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,28.2,24.8,23.9,Normal,[SQS] Monitoramento estável.
2026-06-04 21:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,28.2,92.6,49.7,Normal,[SQS] Monitoramento estável.
2026-06-04 21:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,28.2,77.9,71.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-04 22:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,46.5,77.5,48.9,Normal,[SQS] Monitoramento estável.
2026-06-04 22:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,46.5,24.6,38.4,Normal,[SQS] Monitoramento estável.
2026-06-04 22:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,46.5,92.0,84.4,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-04 23:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,16.4,75.7,33.3,Normal,[SQS] Monitoramento estável.
2026-06-04 23:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,16.4,64.0,35.2,Normal,[SQS] Monitoramento estável.
2026-06-04 23:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,16.4,44.1,55.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 00:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,21.9,91.0,71.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 00:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,21.9,46.3,27.2,Normal,[SQS] Monitoramento estável.
2026-06-05 00:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,21.9,47.0,32.8,Normal,[SQS] Monitoramento estável.
2026-06-05 01:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,37.0,32.0,35.9,Normal,[SQS] Monitoramento estável.
2026-06-05 01:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,37.0,19.2,57.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 01:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,37.0,11.6,24.4,Normal,[SQS] Monitoramento estável.
2026-06-05 02:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,54.6,71.0,51.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-05 02:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,54.6,94.5,63.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-05 02:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,54.6,85.8,86.6,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 03:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,10.6,62.3,26.4,Normal,[SQS] Monitoramento estável.
2026-06-05 03:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,10.6,73.0,60.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 03:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,10.6,74.7,35.5,Normal,[SQS] Monitoramento estável.
2026-06-05 04:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,45.4,58.8,42.7,Normal,[SQS] Monitoramento estável.
2026-06-05 04:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,45.4,43.3,43.5,Normal,[SQS] Monitoramento estável.
2026-06-05 04:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,45.4,74.0,78.5,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 05:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,40.5,90.3,49.7,Normal,[SQS] Monitoramento estável.
2026-06-05 05:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,40.5,35.8,38.8,Normal,[SQS] Monitoramento estável.
2026-06-05 05:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,40.5,88.0,80.2,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 06:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,27.1,44.4,60.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 06:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,27.1,51.9,36.9,Normal,[SQS] Monitoramento estável.
2026-06-05 06:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,27.1,73.3,37.9,Normal,[SQS] Monitoramento estável.
2026-06-05 07:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,17.7,35.6,53.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 07:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,17.7,28.9,19.9,Normal,[SQS] Monitoramento estável.
2026-06-05 07:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,17.7,86.1,42.5,Normal,[SQS] Monitoramento estável.
2026-06-05 08:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,59.9,67.6,52.6,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-05 08:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,59.9,72.3,59.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-05 08:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,59.9,77.6,86.8,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 09:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,23.0,81.1,38.2,Normal,[SQS] Monitoramento estável.
2026-06-05 09:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,23.0,61.4,37.7,Normal,[SQS] Monitoramento estável.
2026-06-05 09:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,23.0,26.9,53.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 10:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,56.4,38.2,42.1,Normal,[SQS] Monitoramento estável.
2026-06-05 10:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,56.4,40.8,48.2,Normal,[SQS] Monitoramento estável.
2026-06-05 10:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,56.4,37.2,73.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 11:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,59.8,11.4,35.7,Normal,[SQS] Monitoramento estável.
2026-06-05 11:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,59.8,79.9,61.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-05 11:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,59.8,94.9,92.0,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 12:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,1.1,44.8,47.6,Normal,[SQS] Monitoramento estável.
2026-06-05 12:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,1.1,94.8,31.4,Normal,[SQS] Monitoramento estável.
2026-06-05 12:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,1.1,80.9,32.6,Normal,[SQS] Monitoramento estável.
2026-06-05 13:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,0.9,64.0,22.0,Normal,[SQS] Monitoramento estável.
2026-06-05 13:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,0.9,16.6,13.2,Normal,[SQS] Monitoramento estável.
2026-06-05 13:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,0.9,90.7,61.3,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 14:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,16.3,67.3,30.7,Normal,[SQS] Monitoramento estável.
2026-06-05 14:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,16.3,62.2,34.6,Normal,[SQS] Monitoramento estável.
2026-06-05 14:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,16.3,74.3,64.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 15:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,2.6,19.8,40.8,Normal,[SQS] Monitoramento estável.
2026-06-05 15:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,2.6,64.4,28.4,Normal,[SQS] Monitoramento estável.
2026-06-05 15:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,2.6,53.2,19.7,Normal,[SQS] Monitoramento estável.
2026-06-05 16:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,21.7,10.9,16.5,Normal,[SQS] Monitoramento estável.
2026-06-05 16:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,21.7,48.6,33.2,Normal,[SQS] Monitoramento estável.
2026-06-05 16:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,21.7,22.2,51.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 17:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,26.5,36.5,26.6,Normal,[SQS] Monitoramento estável.
2026-06-05 17:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,26.5,93.5,49.1,Normal,[SQS] Monitoramento estável.
2026-06-05 17:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,26.5,81.8,71.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 18:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,58.1,61.1,81.0,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 18:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,58.1,66.1,56.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-05 18:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,58.1,92.4,59.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-05 19:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,2.3,38.2,15.0,Normal,[SQS] Monitoramento estável.
2026-06-05 19:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,2.3,67.2,29.1,Normal,[SQS] Monitoramento estável.
2026-06-05 19:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,2.3,28.6,43.3,Normal,[SQS] Monitoramento estável.
2026-06-05 20:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,47.1,12.9,29.8,Normal,[SQS] Monitoramento estável.
2026-06-05 20:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,47.1,79.7,55.3,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-05 20:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,47.1,86.5,83.1,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-05 21:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,5.5,68.1,25.6,Normal,[SQS] Monitoramento estável.
2026-06-05 21:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,5.5,17.4,15.8,Normal,[SQS] Monitoramento estável.
2026-06-05 21:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,5.5,89.1,63.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 22:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,14.9,39.6,52.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-05 22:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,14.9,12.8,13.7,Normal,[SQS] Monitoramento estável.
2026-06-05 22:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,14.9,93.8,43.4,Normal,[SQS] Monitoramento estável.
2026-06-05 23:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,0.6,43.7,15.8,Normal,[SQS] Monitoramento estável.
2026-06-05 23:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,0.6,13.1,12.0,Normal,[SQS] Monitoramento estável.
2026-06-05 23:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,0.6,29.8,42.8,Normal,[SQS] Monitoramento estável.
2026-06-06 00:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,49.0,37.8,38.2,Normal,[SQS] Monitoramento estável.
2026-06-06 00:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,49.0,54.4,48.6,Normal,[SQS] Monitoramento estável.
2026-06-06 00:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,49.0,69.6,79.0,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-06 01:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,35.1,15.5,55.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 01:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,35.1,68.1,40.4,Normal,[SQS] Monitoramento estável.
2026-06-06 01:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,35.1,29.3,34.1,Normal,[SQS] Monitoramento estável.
2026-06-06 02:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,10.8,54.0,24.0,Normal,[SQS] Monitoramento estável.
2026-06-06 02:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,10.8,82.7,38.0,Normal,[SQS] Monitoramento estável.
2026-06-06 02:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,10.8,14.1,43.2,Normal,[SQS] Monitoramento estável.
2026-06-06 03:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,57.8,85.1,56.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-06 03:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,57.8,68.9,57.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 03:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,57.8,36.2,73.4,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 04:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,15.1,86.9,67.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 04:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,15.1,20.7,16.2,Normal,[SQS] Monitoramento estável.
2026-06-06 04:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,15.1,88.9,42.0,Normal,[SQS] Monitoramento estável.
2026-06-06 05:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,15.4,22.2,16.8,Normal,[SQS] Monitoramento estável.
2026-06-06 05:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,15.4,88.7,42.1,Normal,[SQS] Monitoramento estável.
2026-06-06 05:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,15.4,69.3,62.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 06:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,1.4,43.6,16.2,Normal,[SQS] Monitoramento estável.
2026-06-06 06:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,1.4,39.1,20.2,Normal,[SQS] Monitoramento estável.
2026-06-06 06:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,1.4,38.9,46.0,Normal,[SQS] Monitoramento estável.
2026-06-06 07:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,54.8,43.9,74.2,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 07:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,54.8,73.8,51.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Bairro Nobre Vale.
2026-06-06 07:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,54.8,65.2,54.8,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 08:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,36.2,56.5,68.7,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 08:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,36.2,34.0,30.7,Normal,[SQS] Monitoramento estável.
2026-06-06 08:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,36.2,61.3,44.3,Normal,[SQS] Monitoramento estável.
2026-06-06 09:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,31.9,10.8,21.6,Normal,[SQS] Monitoramento estável.
2026-06-06 09:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,31.9,88.6,50.3,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 09:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,31.9,28.4,58.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 10:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,7.9,80.6,30.5,Normal,[SQS] Monitoramento estável.
2026-06-06 10:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,7.9,36.7,22.8,Normal,[SQS] Monitoramento estável.
2026-06-06 10:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,7.9,58.4,55.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 11:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,36.6,66.3,40.6,Normal,[SQS] Monitoramento estável.
2026-06-06 11:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,36.6,80.0,50.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 11:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,36.6,65.3,71.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 12:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,38.4,57.7,38.9,Normal,[SQS] Monitoramento estável.
2026-06-06 12:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,38.4,62.5,45.8,Normal,[SQS] Monitoramento estável.
2026-06-06 12:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,38.4,90.9,80.1,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-06 13:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,38.8,33.6,63.1,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 13:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,38.8,44.3,40.5,Normal,[SQS] Monitoramento estável.
2026-06-06 13:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,38.8,20.5,27.9,Normal,[SQS] Monitoramento estável.
2026-06-06 14:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,53.2,37.0,40.1,Normal,[SQS] Monitoramento estável.
2026-06-06 14:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,53.2,75.2,57.0,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 14:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,53.2,56.9,77.3,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-06 15:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,44.3,70.5,45.7,Normal,[SQS] Monitoramento estável.
2026-06-06 15:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,44.3,27.6,38.2,Normal,[SQS] Monitoramento estável.
2026-06-06 15:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,44.3,87.9,82.1,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-06 16:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,31.3,55.1,34.6,Normal,[SQS] Monitoramento estável.
2026-06-06 16:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,31.3,50.3,38.5,Normal,[SQS] Monitoramento estável.
2026-06-06 16:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,31.3,17.6,54.5,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
2026-06-06 17:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,53.7,61.0,47.6,Normal,[SQS] Monitoramento estável.
2026-06-06 17:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,53.7,86.6,60.6,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Horta Familiar Leste.
2026-06-06 17:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,53.7,71.3,81.8,CRÍTICO - Evacuação,[SNS] Risco eminente na Comunidade Encosta Sul! Deslizamento provável.
2026-06-06 18:18:20,Bairro Nobre Vale,Urbana,0.89,5.0,2.0,5,12.5,13.2,12.6,Normal,[SQS] Monitoramento estável.
2026-06-06 18:18:20,Horta Familiar Leste,Agrícola,0.72,25.0,15.0,12,12.5,89.7,41.0,Normal,[SQS] Monitoramento estável.
2026-06-06 18:18:20,Comunidade Encosta Sul,Urbana,0.61,42.0,78.0,45,12.5,56.7,56.9,ALERTA - Atenção,[SNS] Chuva e saturação elevadas na Comunidade Encosta Sul.
